Index,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
172,EnvyeatsawayatmeasIseeothers'prosperity.,Envy,11/7/2018 11:30,CovetousMind,Instagram, #Envy #Desire,10,20,Canada,2018,11,7,11
173,Regretovermissedopportunitieshauntsmythoughts.,Regret,8/25/2017 16:00,RemorsefulSoul,Facebook, #Regret #MissedChances,12,25,UK,2017,8,25,16
174,Disgustatthesightofinjusticeandcruelty.,Disgust,2/11/2019 9:45,DisgustedHeart,Twitter, #Disgust #Injustice,7,15,India,2019,2,11,9
175,"Drowningindespair,hopeslippingthroughmyfingers.",Despair,4/2/2016 20:20,HopelessHeart,Instagram, #Despair #Hopeless,10,20,USA,2016,4,2,20
176,"Griefweighsheavy,tearsaconstantcompanion.",Grief,10/18/2015 15:30,TearfulSoul,Facebook, #Grief #Tears,12,25,Canada,2015,10,18,15
177,"Lonelinessinacrowdedroom,asilentcryforconnection.",Loneliness,7/12/2019 18:10,IsolatedMind,Twitter, #Loneliness #SeekingConnection,15,30,UK,2019,7,12,18
178,"Jealousygnawsatmyconfidence,atoxicemotion.",Jealousy,6/3/2018 16:30,SelfDoubt,Instagram, #Jealousy #Insecurity,8,15,India,2018,6,3,16
179,"Resentmentfesters,poisoningrelationships.",Resentment,1/15/2022 12:00,BrokenTrust,Facebook, #Resentment #BrokenTrust,10,20,Australia,2022,1,15,12
180,"Frustrationboilsover,avolcaniceruptionofemotions.",Frustration,4/10/2017 14:45,ExplosiveMind,Twitter, #Frustration #EmotionalOutburst,12,25,USA,2017,4,10,14
181,"Boredomsettleslikedust,lifefeelsmundane.",Boredom,11/28/2016 19:00,MundaneHeart,Instagram, #Boredom #Monotony,7,15,Canada,2016,11,28,19
182,"Anxietygripsmychest,arelentlessgriponmythoughts.",Anxiety,9/5/2018 9:30,RestlessMind,Facebook, #Anxiety #Restlessness,10,20,UK,2018,9,5,9
183,"Intimidationbythechallengesahead,feartakeshold.",Intimidation,10/22/2021 18:30,FearfulJourney,Twitter, #Intimidation #FacingFear,15,30,India,2021,10,22,18
184,"Helplessnessengulfsme,drowninginaseaofproblems.",Helplessness,5/8/2019 14:20,OverwhelmedSoul,Instagram, #Helplessness #Struggling,8,15,Australia,2019,5,8,14
185,"Envypoisonsmythoughts,covetingothers'success.",Envy,3/20/2017 11:30,GreenEyedMonster,Facebook, #Envy #Success,10,20,Canada,2017,3,20,11
186,Regretfordecisionsthatledtoapainfulpresent.,Regret,12/15/2018 16:00,RegretfulMind,Twitter, #Regret #PastChoices,12,25,USA,2018,12,15,16
187,Disgustatthecorruptionthatstainssociety.,Disgust,7/1/2016 9:45,CorruptedHeart,Instagram, #Disgust #Corruption,7,15,UK,2016,7,1,9
188,"Sinkingindespair,eachdaydarkerthanthelast.",Despair,8/20/2020 20:20,DrowningSoul,Facebook, #Despair #DarkDays,10,20,India,2020,8,20,20
189,"Griefoverwhelms,astormofemotionswithin.",Grief,2/25/2021 15:30,StormyHeart,Twitter, #Grief #EmotionalStorm,12,25,Canada,2021,2,25,15
190,"Lonelinessechoesinemptyspaces,yearningforconnection.",Loneliness,9/12/2019 18:10,EchoingSoul,Instagram, #Loneliness #YearningForConnection,15,30,Australia,2019,9,12,18
191,"Jealousypoisonsmythoughts,resentmentbrewingwithin.",Jealousy,8/5/2018 16:30,PoisonedMind,Facebook, #Jealousy #Resentment,8,15,USA,2018,8,5,16
192,"Resentmentfesters,awoundthatrefusestoheal.",Resentment,1/12/2017 12:00,UnforgivingSoul,Twitter, #Resentment #Unforgiving,10,20,India,2017,1,12,12
193,"Frustrationescalates,athunderstormofemotions.",Frustration,4/5/2022 14:45,ThunderingMind,Instagram, #Frustration #EmotionalOutburst,12,25,UK,2022,4,5,14
194,"Boredomlingers,astagnantpoolofindifference.",Boredom,10/2/2021 19:00,StagnantHeart,Facebook, #Boredom #Stagnation,7,15,Canada,2021,10,2,19
195,"Embarkingonajourneyofdiscovery,fueledbycuriosityandathirstforknowledge.",Curiosity,4/15/2023 10:15,InquisitiveMind,Twitter, #Curiosity #Learning,15,30,USA,2023,4,15,10
196,"Lostinthevastseaofinformation,anindifferentwaveinthedigitalocean.",Indifference,11/28/2022 17:30,ApatheticObserver,Instagram, #Indifference #DigitalOverload,7,15,Canada,2022,11,28,17
197,"Thecomplexpuzzleoflifeleavesmeinastateofperpetualconfusion,seekinganswersinthechaos.",Confusion,4/2/2020 9:45,SeekingClarity,Facebook, #Confusion #LifePuzzle,10,20,UK,2020,4,2,9
198,"Anumbnesssettlesoverme,ashieldagainsttheoverwhelmingemotionslifethrowsmyway.",Numbness,8/10/2021 14:00,EmotionallyDistant,Twitter, #Numbness #EmotionalShield,8,15,India,2021,8,10,14
199,"Gazingatthesunset,amelancholiclongingformomentsthatslipthroughthefingersoftime.",Melancholy,6/18/2019 20:45,SunsetDreamer,Instagram, #Melancholy #SunsetMoments,12,25,Australia,2019,6,18,20
200,"Revisitingoldphotographs,caughtintheembraceofnostalgia'sbittersweetsymphony.",Nostalgia,2/5/2018 15:15,MemoryLaneTraveler,Facebook, #Nostalgia #MemoryLane,10,20,USA,2018,2,5,15
201,"Tornbetweenconflictingemotions,anambivalencethatpaintsmydecisionsinshadesofuncertainty.",Ambivalence,5/30/2022 11:30,MixedFeelings,Twitter, #Ambivalence #UncertainChoices,12,25,Canada,2022,5,30,11
202,"Embracingtheebbandflowoflife,findingacceptanceinthedanceofexistence.",Acceptance,1/10/2023 16:20,ZenLifestyle,Instagram, #Acceptance #LifeJourney,15,30,UK,2023,1,10,16
203,"Facingchallengeshead-on,adeterminationthatfuelsthefirewithintoachievetheimpossible.",Determination,9/18/2020 13:45,ResilientSpirit,Facebook, #Determination #AchieveTheImpossible,10,20,India,2020,9,18,13
204,"Serenityfoundinthestillnessofnature,atranquilretreatfromthechaosofthemodernworld.",Serenity,7/3/2021 19:00,NatureSoul,Twitter, #Serenity #NatureRetreat,12,25,Australia,2021,7,3,19
205,"Curiosityleadingmedowntherabbitholeofknowledge,aperpetualstudentinlife'sclassroom.",Curiosity,10/8/2022 8:15,EternalLearner,Instagram, #Curiosity #KnowledgeQuest,20,40,USA,2022,10,8,8
206,"Floatingthroughthedaywithanairofindifference,detachedfromthemundanehappeningsaround.",Indifference,3/22/2023 16:30,AloofObserver,Facebook, #Indifference #FloatingThroughLife,10,20,Canada,2023,3,22,16
207,"Entangledinthewebofthoughts,confusionreigningasInavigatethelabyrinthofideas.",Confusion,5/15/2021 11:45,ThoughtExplorer,Twitter, #Confusion #ThoughtLabyrinth,15,30,UK,2021,5,15,11
208,"Numbtothechaos,emotionslockedaway,astoicfacadeconcealingtheinnerturmoil.",Numbness,12/28/2019 14:30,StoicSoul,Instagram, #Numbness #StoicFacade,8,15,Australia,2019,12,28,14
209,"Melancholywhispersinthebreeze,asilentconversationwiththeechoesofforgottendreams.",Melancholy,3/1/2020 19:00,DreamerInSilence,Facebook, #Melancholy #WhispersInTheBreeze,12,25,India,2020,3,1,19
210,"Stumblinguponanoldjournal,nostalgiafloodinginwaves,carryingmetomomentslonggone.",Nostalgia,7/10/2018 15:45,JournalKeeper,Twitter, #Nostalgia #JournalMoments,10,20,Canada,2018,7,10,15
211,"Atapestryofconflictingfeelings,weavingthroughuncertainty,caughtinthethreadsofambivalence.",Ambivalence,1/5/2022 10:30,ThreadWeaver,Instagram, #Ambivalence #ConflictingFeelings,12,25,UK,2022,1,5,10
212,"Embracingtheflaws,findingacceptanceinimperfection,ajourneytowardsself-love.",Acceptance,8/20/2021 16:20,SelfLoveAdvocate,Facebook, #Acceptance #SelfLoveJourney,15,30,Australia,2021,8,20,16
213,"Determinationburninglikeawildfire,overcomingobstacles,turningdreamsintoreality.",Determination,11/3/2019 13:45,DreamChaser,Twitter, #Determination #DreamsIntoReality,18,35,USA,2019,11,3,13
214,"Tranquilmomentsbytheocean,serenitywashingover,apeacefulretreatwithinthewaves'embrace.",Serenity,4/12/2020 19:30,OceanSoul,Instagram, #Serenity #OceanRetreat,25,50,Canada,2020,4,12,19
215,"Exploringnewhorizonswiththesparkofcuriosity,anadventurerinthevastlandscapeofknowledge.",Curiosity,4/15/2022 8:45,HorizonExplorer,Facebook, #Curiosity #NewHorizons,22,45,India,2022,4,15,8
216,"Driftingthroughthedaywithanonchalantdemeanor,embracingtheartofindifference.",Indifference,2/10/2023 17:00,NonchalantSpirit,Twitter, #Indifference #DriftingThroughLife,9,18,UK,2023,2,10,17
217,"Wrestlingwiththoughts,aperplexedmindlostinthelabyrinthoflife'scomplexities.",Confusion,8/5/2020 12:15,ComplexThinker,Instagram, #Confusion #PerplexedMind,14,28,Australia,2020,8,5,12
218,"Immersedinastateofemotionalnumbness,ashieldagainstthestormofdailystruggles.",Numbness,12/1/2021 15:30,ShieldedHeart,Facebook, #Numbness #EmotionalShield,10,20,USA,2021,12,1,15
219,"Amelancholicsymphonyplayinginthebackground,thesoundtrackofawistfulheart.",Melancholy,3/25/2019 21:00,SymphonySoul,Twitter, #Melancholy #WistfulHeart,13,26,Canada,2019,3,25,21
220,"Flippingthroughthepagesofanoldyearbook,nostalgiapaintingsmilesandtearsonmyface.",Nostalgia,6/18/2017 14:45,YearbookExplorer,Instagram, #Nostalgia #YearbookMemories,12,25,India,2017,6,18,14
221,"Tornbetweenopposingemotions,anambivalencethatcolorsmydecisionswithshadesofuncertainty.",Ambivalence,7/8/2022 11:30,DecisiveDilemma,Facebook, #Ambivalence #ShadesOfUncertainty,15,30,Australia,2022,7,8,11
222,"Embracinglife'simperfections,findingacceptanceinthejourney,scarsandall.",Acceptance,5/15/2023 16:20,ImperfectHarmony,Twitter, #Acceptance #ImperfectJourney,18,36,Canada,2023,5,15,16
223,"Afierydeterminationburningwithin,fueledbythevisionofreachingunparalleledheights.",Determination,9/10/2021 14:45,VisionarySpirit,Instagram, #Determination #UnparalleledHeights,20,40,UK,2021,9,10,14
224,"Baskingintheserenityofaquietforest,wherethewhispersofnaturebringpeacetothesoul.",Serenity,2/28/2020 18:30,ForestDreamer,Facebook, #Serenity #NatureWhispers,25,50,USA,2020,2,28,18
225,"Indifferenttothenoiseoftheworld,asilentobserverinthemidstoflife'scacophony.",Indifference,3/10/2023 16:30,SilentSpectator,Instagram, #Indifference #SilentObserver,9,18,India,2023,3,10,16
226,"Navigatingthroughthelabyrinthofthoughts,confusionaconstantcompanioninthemazeofideas.",Confusion,5/2/2021 11:45,MazeNavigator,Facebook, #Confusion #ThoughtLabyrinth,14,28,Australia,2021,5,2,11
227,"Animpenetrablenumbnessshieldsmefromtheemotionalstorms,afortressofstoicresilience.",Numbness,10/18/2019 14:30,ResilientFortress,Twitter, #Numbness #StoicResilience,11,22,UK,2019,10,18,14
228,"Melancholypaintingtheworldinhuesofnostalgia,acanvasofbittersweetmemories.",Melancholy,1/5/2020 20:00,CanvasDreamer,Instagram, #Melancholy #BittersweetMemories,13,26,USA,2020,1,5,20
229,"Ajourneyintothepast,flippingthroughthepagesofanolddiary,nostalgiatakingthelead.",Nostalgia,8/10/2018 15:45,DiaryExplorer,Facebook, #Nostalgia #DiaryJourney,12,25,Canada,2018,8,10,15
230,"Ambivalencecloudingdecisions,caughtinthecrossroadsofconflictingemotions.",Ambivalence,1/15/2022 10:30,CrossroadsTraveler,Twitter, #Ambivalence #ConflictingEmotions,15,30,India,2022,1,15,10
231,"Embracingimperfections,findingacceptanceinthemosaicoflife'sbeautifulchaos.",Acceptance,7/20/2021 16:20,MosaicDreamer,Instagram, #Acceptance #BeautifulChaos,18,36,Australia,2021,7,20,16
232,"Determinationasthedrivingforce,propellingmeforwardonthepathtoextraordinaryachievements.",Determination,12/3/2019 13:45,PathfinderSpirit,Facebook, #Determination #ExtraordinaryPath,20,40,USA,2019,12,3,13
233,"Seekingserenityinthemelodyofraindrops,atranquilescapefromthenoiseofeverydaylife.",Serenity,4/12/2020 19:30,RaindropHarmony,Twitter, #Serenity #RaindropMelody,25,50,Canada,2020,4,12,19
234,"Curiositydrivingtheexplorationoftheunknown,aseekerofknowledgeinunchartedterritories.",Curiosity,5/8/2022 8:45,SeekerOfUnknowns,Instagram, #Curiosity #SeekerOfKnowledge,22,45,UK,2022,5,8,8
235,"Driftingthroughthedaywithanairofnonchalance,indifferenttothetrivialitiesoflife.",Indifference,2/22/2023 17:00,NonchalantWanderer,Facebook, #Indifference #DriftingThroughLife,9,18,India,2023,2,22,17
236,"Lostinthelabyrinthofthoughts,confusioncastingshadowsonthequestforclarity.",Confusion,6/5/2020 12:15,ShadowedSeeker,Twitter, #Confusion #LabyrinthOfThoughts,14,28,Australia,2020,6,5,12
237,"Wrappedinthecloakofemotionalnumbness,ashieldagainstthestormsoflife'sturbulence.",Numbness,11/30/2021 15:30,TurbulentShield,Instagram, #Numbness #EmotionalStorms,10,20,Canada,2021,11,30,15
238,"Melancholyasacompanion,paintingthecanvasoflifewiththebrushstrokesofwistfulyearning.",Melancholy,2/25/2019 21:00,WistfulPainter,Facebook, #Melancholy #WistfulYearning,13,26,UK,2019,2,25,21
239,"Leafingthroughthepagesofanoldphotoalbum,nostalgiaweavingtalesoflaughterandtears.",Nostalgia,5/18/2017 14:45,TaleWeaver,Twitter, #Nostalgia #PhotoAlbumStories,12,25,USA,2017,5,18,14
240,"Ambivalenceintheair,caughtbetweenthecrossroadsofconflictingemotionsanddecisions.",Ambivalence,8/5/2022 11:30,CrossroadsExplorer,Instagram, #Ambivalence #CrossroadsConfusion,15,30,Canada,2022,8,5,11
241,"Embracingthebeautyinimperfections,findingacceptanceinthemosaicoflife'sunpredictableart.",Acceptance,6/15/2023 16:20,MosaicArtist,Facebook, #Acceptance #UnpredictableArt,18,36,Australia,2023,6,15,16
242,"Determinationablaze,forgingapaththroughchallenges,sculptingdreamsintotangiblerealities.",Determination,10/10/2021 14:45,DreamSculptor,Twitter, #Determination #SculptingDreams,20,40,UK,2021,10,10,14
243,"Immerseintheserenityofamoonlitnight,wherethequietwhispersofnaturebringpeacetothesoul.",Serenity,5/12/2020 19:30,MoonlitSoul,Instagram, #Serenity #MoonlitPeace,25,50,USA,2020,5,12,19
244,"Fueledbycuriosity,venturingintounchartedrealms,afearlessexplorerofthemysteriesoftheworld.",Curiosity,12/1/2022 9:15,FearlessExplorer,Facebook, #Curiosity #FearlessExplorer,22,44,India,2022,12,1,9
245,"Wrappedinthecloakofemotionalnumbness,ashieldagainstthestormsoflife'sturbulence.",Numbness,11/30/2021 15:30,TurbulentShield,Instagram, #Numbness #EmotionalStorms,10,20,Canada,2021,11,30,15
246,"Dancingthroughlifewiththeexuberanceofacarefreespirit,embracingjoyandzestateveryturn.",Zest,7/12/2018 17:45,JoyfulDancer,Twitter, #Zest #CarefreeSpirit,15,30,USA,2018,7,12,17
247,"Baskinginthegoldenglowofcontentment,asereneriverflowingthroughthelandscapeoftheheart.",Contentment,9/5/2020 20:10,SereneBasker,Facebook, #Contentment #GoldenGlow,18,36,Australia,2020,9,5,20
248,"Gazingtowardsthehorizonwithhopefuleyes,paintingacanvasofdreamsilluminatedbythesunofoptimism.",Hopeful,4/18/2022 8:00,DreamPainter,Instagram, #Hopeful #CanvasOfDreams,12,24,India,2022,4,18,8
249,"Standingtall,proudasanoak,thebranchesofachievementreachingtowardstheskyofaccomplishment.",Proud,12/10/2019 12:20,OakAchiever,Twitter, #Proud #BranchesOfAchievement,25,50,Canada,2019,12,10,12
250,"Aheartoverflowingwithgratitude,agardenwhereappreciationbloomsinthesoilofkindnessandconnection.",Grateful,2/28/2023 9:45,HeartGardener,Facebook, #Grateful #BlossomingConnection,20,40,USA,2023,2,28,9
251,"Extendingahand,empatheticthreadsweavingatapestryofunderstanding,embracingthejoysandsorrowsofothers.",Empathetic,4/3/2018 14:15,ThreadWeaver,Instagram, #Empathetic #TapestryOfUnderstanding,15,30,UK,2018,4,3,14
252,"Compassionateclouds,heavywithcare,showeringempathyontheparchedgroundsofhumansuffering.",Compassionate,6/20/2022 10:30,CloudCaretaker,Twitter, #Compassionate #ShowerOfEmpathy,18,36,Australia,2022,6,20,10
253,"Playfullydancingintherainoflaughter,awhimsicalspirittwirlinginthepuddlesofjoyandlightheartedness.",Playful,7/8/2020 18:00,RainDancer,Facebook, #Playful #DanceInTheRain,22,44,Canada,2020,7,8,18
254,"Soaringonthewingsofafreespirit,unburdenedbythechainsofconformity,paintingtheskywithindependence.",Free-spirited,8/15/2021 11:10,SkyPainter,Instagram, #FreeSpirit #PaintingTheSky,20,40,India,2021,8,15,11
255,"Bathedintheglowofinspiration,acreativephoenixrisingfromtheashesofordinarythoughtstoexplorenewrealms.",Inspired,10/25/2019 16:50,PhoenixExplorer,Twitter, #Inspired #CreativePhoenix,15,30,UK,2019,10,25,16
256,"Navigatingtheseaofhope,sailingtowardsthesunriseofpossibilities,confidentintheshipofpositiveanticipation.",Hopeful,10/5/2023 7:30,SunriseNavigator,Facebook, #Hopeful #SunriseOfPossibilities,12,24,USA,2023,10,5,7
257,"Stridingwithconfidence,footprintsofself-assurednessimprintedonthesandsofchallengesconqueredandvictoriesclaimed.",Confident,2/15/2022 13:15,SandStrider,Instagram, #Confident #FootprintsOfAssuredness,25,50,Australia,2022,2,15,13
258,"Lostinthesymphonyofthenight,amoonlitserenadethatwhisperstalesofwanderlustandmoonlitdreams.",Serenity,5/8/2021 22:00,NightSerenader,Twitter, #Serenity #MoonlitSerenade,13,26,Canada,2021,5,8,22
259,"Unveilingthelayersofcuriosity,alabyrinthofquestionsleadingtothetreasuretrovesofundiscoveredknowledge.",Curiosity,11/29/2020 14:45,KnowledgeSeeker,Instagram, #Curiosity #LabyrinthOfQuestions,17,34,USA,2020,11,29,14
260,"Intheembraceoftheautumnbreeze,leavesofambivalencedancinginawaltzbetweenchoicesanduncertainties.",Ambivalence,9/14/2019 10:20,BreezeWaltzer,Facebook, #Ambivalence #AutumnWaltz,14,28,UK,2019,9,14,10
261,"Gratitudeasaguidingstar,navigatingtheconstellationofblessingsinthevastuniverseoflife'spreciousmoments.",Grateful,3/12/2022 19:55,StarNavigator,Twitter, #Grateful #GuidingStar,19,38,Australia,2022,3,12,19
262,"Withazestfulheart,sprintingthroughfieldsofenthusiasm,chasingsunbeamsandlaughterinthemeadowsofjoy.",Zest,3/30/2023 16:30,MeadowSprinter,Instagram, #Zest #FieldsOfEnthusiasm,16,32,India,2023,3,30,16
263,"Acompassionaterain,tearsofempathyfallinggently,nurturingtheseedsofkindnessinthegardenofhumanconnections.",Compassionate,7/1/2021 12:10,RainNurturer,Facebook, #Compassionate #TearsOfEmpathy,21,42,Canada,2021,7,1,12
264,"Proudlyscalingthepeaksofachievement,amountaineerconqueringchallengesandplantingtheflagofsuccess.",Proud,1/5/2020 8:45,PeakConqueror,Twitter, #Proud #ScalingPeaks,23,46,USA,2020,1,5,8
265,"Embracedbythehopefuldawn,agardenersowingseedsofoptimism,tendingtothebloomsofabrightertomorrow.",Hopeful,7/17/2022 6:15,DawnGardener,Instagram, #Hopeful #SeedsOfOptimism,14,28,UK,2022,7,17,6
266,"Aplayfulescapadeinthecarnivaloflife,carousellaughterandcottoncandydreamsswirlinginthejoyousatmosphere.",Playful,8/22/2018 17:20,CarnivalDreamer,Facebook, #Playful #CarnivalEscapade,24,48,Australia,2018,8,22,17
267,"Floatingoncloudsofinspiration,anartistpaintingtheskywithstrokesofcreativity,creatingamasterpieceofdreams.",Inspired,12/8/2021 14:30,SkyArtist,Twitter, #Inspired #CloudsOfCreativity,18,36,India,2021,12,8,14
268,"Navigatingtheriverofcontentment,asereneboatcruisethroughthetranquilwatersofinnerpeaceandacceptance.",Contentment,4/27/2019 9:50,RiverNavigator,Instagram, #Contentment #TranquilWaters,20,40,Canada,2019,4,27,9
269,"Withempathyasalantern,wanderingthroughthedarkalleysofsorrow,illuminatingthepathwithcompassionandcare.",Empathetic,9/3/2023 21:40,LanternWanderer,Facebook, #Empathetic #LanternOfCompassion,16,32,USA,2023,9,3,21
270,"Afreespiritsoaringonthewingsofdreams,leavingtrailsofindependenceintheazureskyofboundlesspossibilities.",Free-spirited,6/10/2020 10:05,DreamSoarer,Twitter, #FreeSpirit #WingsOfDreams,22,44,UK,2020,6,10,10
271,"Bathedinthegoldenhuesofgratefulness,asunsetofappreciationcastingitswarmglowonthelandscapesoftheheart.",Grateful,4/1/2022 18:30,SunsetAdmirer,Instagram, #Grateful #GoldenHues,19,38,Australia,2022,4,1,18
272,"Confidentstridesinthedanceoflife,aballroomwhereself-assurednessleads,twirlingthroughchallengeswithgrace.",Confident,1/15/2021 13:00,DanceStrider,Facebook, #Confident #DanceOfLife,23,46,Canada,2021,1,15,13
273,"Hopefulwhispersofwind,carryingthepromisesofabrightertomorrow,asymphonyofoptimismintheairofpossibilities.",Hopeful,5/6/2023 7:20,WindWhisperer,Twitter, #Hopeful #BrighterTomorrows,15,30,India,2023,5,6,7
274,"Playfullyjugglingresponsibilities,acircusperformerbalancingtheactsofworkandjoy,tossinglaughterintotheair.",Playful,11/18/2019 15:15,JugglingArtist,Instagram, #Playful #JugglingResponsibilities,25,50,USA,2019,11,18,15
275,"Whisperingtalesofinspirationtothestars,astorytellercraftingconstellationsfromthethreadsofimagination.",Inspired,8/29/2020 20:45,StarStoryteller,Facebook, #Inspired #TalesToTheStars,14,28,UK,2020,8,29,20
276,"Chartingacoursethroughthewavesofhopefulanticipation,asailorsteeringtowardstheshoresofdreamsyetunexplored.",Hopeful,10/30/2022 11:40,WaveNavigator,Twitter, #Hopeful #SailorOfDreams,17,34,Australia,2022,10,30,11
277,"Acompassionaterain,tearsofempathyfallinggently,nurturingtheseedsofkindnessinthegardenofhumanconnections.",Compassionate,7/1/2021 12:10,RainNurturer,Instagram, #Compassionate #TearsOfEmpathy,21,42,Canada,2021,7,1,12
278,"Proudlyscalingthepeaksofachievement,amountaineerconqueringchallengesandplantingtheflagofsuccess.",Proud,1/5/2020 8:45,PeakConqueror,Twitter, #Proud #ScalingPeaks,23,46,USA,2020,1,5,8
279,"Embracedbythehopefuldawn,agardenersowingseedsofoptimism,tendingtothebloomsofabrightertomorrow.",Hopeful,7/17/2022 6:15,DawnGardener,Instagram, #Hopeful #SeedsOfOptimism,14,28,UK,2022,7,17,6
280,"Aplayfulescapadeinthecarnivaloflife,carousellaughterandcottoncandydreamsswirlinginthejoyousatmosphere.",Playful,8/22/2018 17:20,CarnivalDreamer,Facebook, #Playful #CarnivalEscapade,24,48,Australia,2018,8,22,17
281,"Floatingoncloudsofinspiration,anartistpaintingtheskywithstrokesofcreativity,creatingamasterpieceofdreams.",Inspired,12/8/2021 14:30,SkyArtist,Twitter, #Inspired #CloudsOfCreativity,18,36,India,2021,12,8,14
282,"Navigatingtheriverofcontentment,asereneboatcruisethroughthetranquilwatersofinnerpeaceandacceptance.",Contentment,4/27/2019 9:50,RiverNavigator,Instagram, #Contentment #TranquilWaters,20,40,Canada,2019,4,27,9
283,"Withempathyasalantern,wanderingthroughthedarkalleysofsorrow,illuminatingthepathwithcompassionandcare.",Empathetic,9/3/2023 21:40,LanternWanderer,Facebook, #Empathetic #LanternOfCompassion,16,32,USA,2023,9,3,21
284,"Afreespiritsoaringonthewingsofdreams,leavingtrailsofindependenceintheazureskyofboundlesspossibilities.",Free-spirited,6/10/2020 10:05,DreamSoarer,Twitter, #FreeSpirit #WingsOfDreams,22,44,UK,2020,6,10,10
285,"Bathedinthegoldenhuesofgratefulness,asunsetofappreciationcastingitswarmglowonthelandscapesoftheheart.",Grateful,4/1/2022 18:30,SunsetAdmirer,Instagram, #Grateful #GoldenHues,19,38,Australia,2022,4,1,18
286,"Confidentstridesinthedanceoflife,aballroomwhereself-assurednessleads,twirlingthroughchallengeswithgrace.",Confident,1/15/2021 13:00,DanceStrider,Facebook, #Confident #DanceOfLife,23,46,Canada,2021,1,15,13
287,"Hopefulwhispersofwind,carryingthepromisesofabrightertomorrow,asymphonyofoptimismintheairofpossibilities.",Hopeful,5/6/2023 7:20,WindWhisperer,Twitter, #Hopeful #BrighterTomorrows,15,30,India,2023,5,6,7
288,"Playfullyjugglingresponsibilities,acircusperformerbalancingtheactsofworkandjoy,tossinglaughterintotheair.",Playful,11/18/2019 15:15,JugglingArtist,Instagram, #Playful #JugglingResponsibilities,25,50,USA,2019,11,18,15
289,"Whisperingtalesofinspirationtothestars,astorytellercraftingconstellationsfromthethreadsofimagination.",Inspired,8/29/2020 20:45,StarStoryteller,Facebook, #Inspired #TalesToTheStars,14,28,UK,2020,8,29,20
290,"Chartingacoursethroughthewavesofhopefulanticipation,asailorsteeringtowardstheshoresofdreamsyetunexplored.",Hopeful,10/30/2022 11:40,WaveNavigator,Twitter, #Hopeful #SailorOfDreams,17,34,Australia,2022,10,30,11
291,"Acompassionaterain,tearsofempathyfallinggently,nurturingtheseedsofkindnessinthegardenofhumanconnections.",Compassionate,7/1/2021 12:10,RainNurturer,Instagram, #Compassionate #TearsOfEmpathy,21,42,Canada,2021,7,1,12
292,"Proudlyscalingthepeaksofachievement,amountaineerconqueringchallengesandplantingtheflagofsuccess.",Proud,1/5/2020 8:45,PeakConqueror,Twitter, #Proud #ScalingPeaks,23,46,USA,2020,1,5,8
293,"Embracedbythehopefuldawn,agardenersowingseedsofoptimism,tendingtothebloomsofabrightertomorrow.",Hopeful,7/17/2022 6:15,DawnGardener,Instagram, #Hopeful #SeedsOfOptimism,14,28,India,2022,7,17,6
294,"Aplayfulescapadeinthecarnivaloflife,carousellaughterandcottoncandydreamsswirlinginthejoyousatmosphere.",Playful,8/22/2018 17:20,CarnivalDreamer,Facebook, #Playful #CarnivalEscapade,24,48,Australia,2018,8,22,17
295,"Drowningintheabyssofdespair,aheartshatteredintofragments,lostintheechoingsilenceofhopelessness.",Despair,9/15/2021 16:00,ShatteredHeart,Instagram, #Despair #EchoingSilence,8,16,Canada,2021,9,15,16
296,"Bitternessfesteringlikeavenomousvine,entwiningthesoulinawebofresentment,poisoningthegardenofpeace.",Bitterness,3/8/2019 14:20,VenomousSoul,Facebook, #Bitterness #ResentmentWeb,12,24,UK,2019,3,8,14
297,"Wanderingthroughthedesertofloneliness,eachstepaheavysigh,miragesofconnectionshimmeringbutnevermaterializing.",Loneliness,7/20/2017 11:45,DesertWanderer,Twitter, #Loneliness #MiragesOfConnection,15,30,USA,2017,7,20,11
298,"Yearningforatouchthat'snotthere,echoesofadistantwarmthhauntingtheheartinthecoldembraceofsolitude.",Yearning,11/2/2020 19:30,ColdEmbrace,Instagram, #Yearning #DistantWarmth,10,20,Australia,2020,11,2,19
299,"Eyeswideopeninthenight,fearfulshadowsdancingonthewalls,themindaprisonerofimaginedhorrors.",Fearful,5/12/2022 2:00,NightPrisoner,Facebook, #Fearful #ImaginedHorrors,18,36,India,2022,5,12,2
300,"Apprehensivestepsonthetightropeofuncertainty,abalancingactwherethefallseemsinevitable,anxietyaconstantcompanion.",Apprehensive,4/8/2023 13:15,TightropeWalker,Twitter, #Apprehensive #BalancingAct,14,28,UK,2023,4,8,13
301,"Overwhelmedbytheweightoftheworld,Atlaswithtremblingshoulders,eachresponsibilityaboulderinthelandscapeofexhaustion.",Overwhelmed,6/25/2021 17:50,AtlasBearer,Instagram, #Overwhelmed #BouldersOfExhaustion,22,44,Canada,2021,6,25,17
302,"Jealousy,agreen-eyedmonster,lurkingintheshadows,castingadarkcloudoverthesunshineofothers'success.",Jealous,8/30/2019 10:10,GreenMonster,Facebook, #Jealous #GreenEyedMonster,16,32,USA,2019,8,30,10
303,"Devastatedbythestormofbetrayal,thewreckageoftrustscatteredlikedebris,ahearttornbythewindsofbrokenpromises.",Devastated,8/3/2022 15:30,StormSurvivor,Twitter, #Devastated #WindsOfBrokenPromises,25,50,Australia,2022,8,3,15
